Gene_id	{KEGG}	{SwissProt}	{IPR}	{GO}
Belnapia_sp.F-4-1GL000073	{K00864  E2.7.1.30, glpK  glycerol kinase  2.7.1.30  Metabolism; Lipid Metabolism; Glycerolipid metabolism [PATH:ko00561] Organismal Systems; Endocrine System; PPAR signaling pathway [PATH:ko03320] Organismal Systems; Environmental Adaptation; Plant-pathogen interaction [PATH:ko04626]}	{GLPK_SILPO Glycerol kinase OS=Silicibacter pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) GN=glpK PE=3 SV=1}	{IPR000577; Carbohydrate kinase, FGGY  IPR005999; Glycerol kinase  IPR018483; Carbohydrate kinase, FGGY, conserved site  IPR018484; Carbohydrate kinase, FGGY, N-terminal  IPR018485; Carbohydrate kinase, FGGY, C-terminal}	{GO:0004370; glycerol kinase activity; Molecular Function  GO:0005975; carbohydrate metabolic process; Biological Process  GO:0006072; glycerol-3-phosphate metabolic process; Biological Process  GO:0016773; phosphotransferase activity, alcohol group as acceptor; Molecular Function}
Belnapia_sp.F-4-1GL000074	{K02027  ABC.MS.S  multiple sugar transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000]}	{NA}	{IPR006311; Twin-arginine translocation pathway, signal sequence  IPR014597; ABC transporter, periplasmic substrate-binding protein}	{NA}
Belnapia_sp.F-4-1GL000075	{NA}	{NA}	{IPR018678; Protein of unknown function DUF2160, transmembrane}	{NA}
Belnapia_sp.F-4-1GL000076	{K02026  ABC.MS.P1  multiple sugar transport system permease protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000]}	{NA}	{IPR000515; Binding-protein-dependent transport systems inner membrane component}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL000077	{K02025  ABC.MS.P  multiple sugar transport system permease protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000]}	{NA}	{IPR000515; Binding-protein-dependent transport systems inner membrane component}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL000078	{K02023  ABC.MS.A  multiple sugar transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000]}	{Y4OS_RHISN Uncharacterized ABC transporter ATP-binding protein y4oS OS=Rhizobium sp. (strain NGR234) GN=NGR_a02170 PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR008995; Molybdate/tungstate binding}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005215; transporter activity; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0006810; transport; Biological Process  GO:0016820; hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; Molecular Function  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function  GO:0043190; ATP-binding cassette (ABC) transporter complex; Cellular Component}
Belnapia_sp.F-4-1GL000079	{K02023  ABC.MS.A  multiple sugar transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000]}	{POTA_METCA Spermidine/putrescine import ATP-binding protein PotA OS=Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath) GN=potA PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR008995; Molybdate/tungstate binding  IPR013611; Transport-associated OB, type 2}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005215; transporter activity; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0006810; transport; Biological Process  GO:0016820; hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; Molecular Function  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function  GO:0043190; ATP-binding cassette (ABC) transporter complex; Cellular Component}
Belnapia_sp.F-4-1GL000080	{K00111  glpA, glpD  glycerol-3-phosphate dehydrogenase  1.1.5.3  Metabolism; Lipid Metabolism; Glycerophospholipid metabolism [PATH:ko00564]}	{GLPD_PSEAE Glycerol-3-phosphate dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=glpD PE=3 SV=2}	{IPR000447; FAD-dependent glycerol-3-phosphate dehydrogenase  IPR006076; FAD dependent oxidoreductase}	{GO:0004368; glycerol-3-phosphate dehydrogenase activity; Molecular Function  GO:0006072; glycerol-3-phosphate metabolic process; Biological Process  GO:0009331; glycerol-3-phosphate dehydrogenase complex; Cellular Component  GO:0016491; oxidoreductase activity; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL000081	{K02444  glpR  DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor  --  Genetic Information Processing; Transcription; Transcription factors [BR:ko03000]}	{GLPR_PSEAE Glycerol-3-phosphate regulon repressor OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=glpR PE=3 SV=2}	{IPR001034; HTH DeoR N-terminal domain  IPR011991; Winged helix-turn-helix transcription repressor DNA-binding  IPR014036; DeoR C-terminal sensor domain}	{GO:0003700; sequence-specific DNA binding transcription factor activity; Molecular Function  GO:0005622; intracellular; Cellular Component  GO:0006355; regulation of transcription, DNA-dependent; Biological Process}
Belnapia_sp.F-4-1GL000082	{K07112  K07112  --  --  Unclassified; Poorly Characterized; General function prediction only}	{NA}	{IPR007272; Sulphur transport domain}	{NA}
Belnapia_sp.F-4-1GL000083	{K11177  yagR  xanthine dehydrogenase YagR molybdenum-binding subunit  1.17.1.4  Metabolism; Nucleotide Metabolism; Purine metabolism [PATH:ko00230]}	{NA}	{IPR000674; Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead  IPR008274; Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding}	{GO:0016491; oxidoreductase activity; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL000084	{K11178  yagS  xanthine dehydrogenase YagS FAD-binding subunit  1.17.1.4  Metabolism; Nucleotide Metabolism; Purine metabolism [PATH:ko00230]}	{YAGS_ECOLI Putative xanthine dehydrogenase YagS FAD-binding subunit OS=Escherichia coli (strain K12) GN=yagS PE=3 SV=1}	{IPR002346; Molybdopterin dehydrogenase, FAD-binding  IPR005107; CO dehydrogenase flavoprotein, C-terminal  IPR016166; FAD-binding, type 2  IPR016167; FAD-binding, type 2, subdomain 1  IPR016169; CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2}	{GO:0003824; catalytic activity; Molecular Function  GO:0008762; UDP-N-acetylmuramate dehydrogenase activity; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0016614; oxidoreductase activity, acting on CH-OH group of donors; Molecular Function  GO:0050660; flavin adenine dinucleotide binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL000085	{K13483  yagT  xanthine dehydrogenase YagT iron-sulfur-binding subunit  --  Metabolism; Nucleotide Metabolism; Purine metabolism [PATH:ko00230]}	{YAGT_ECO57 Putative xanthine dehydrogenase yagT iron-sulfur-binding subunit OS=Escherichia coli O157:H7 GN=yagT PE=3 SV=1}	{IPR001041; 2Fe-2S ferredoxin-type domain  IPR002888; [2Fe-2S]-binding  IPR006058; 2Fe-2S ferredoxin, iron-sulphur binding site  IPR012675; Beta-grasp domain}	{GO:0009055; electron carrier activity; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0046872; metal ion binding; Molecular Function  GO:0051536; iron-sulfur cluster binding; Molecular Function  GO:0051537; 2 iron, 2 sulfur cluster binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL000086	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL000087	{NA}	{NA}	{IPR000757; Glycoside hydrolase, family 16  IPR008985; Concanavalin A-like lectin/glucanase  IPR013320; Concanavalin A-like lectin/glucanase, subgroup}	{GO:0004553; hydrolase activity, hydrolyzing O-glycosyl compounds; Molecular Function  GO:0005975; carbohydrate metabolic process; Biological Process}
Belnapia_sp.F-4-1GL000088	{K11102  gltP, gltT  proton glutamate symport protein  --  Unclassified; Cellular Processes and Signaling; Other ion-coupled transporters}	{DCTA_LARHH C4-dicarboxylate transport protein OS=Laribacter hongkongensis (strain HLHK9) GN=dctA PE=3 SV=1}	{IPR001991; Sodium:dicarboxylate symporter}	{GO:0006835; dicarboxylic acid transport; Biological Process  GO:0016020; membrane; Cellular Component  GO:0017153; sodium:dicarboxylate symporter activity; Molecular Function}
Belnapia_sp.F-4-1GL000089	{K00059  fabG  3-oxoacyl-[acyl-carrier protein] reductase  1.1.1.100  Metabolism; Lipid Metabolism; Fatty acid biosynthesis [PATH:ko00061] Metabolism; Lipid Metabolism; Biosynthesis of unsaturated fatty acids [PATH:ko01040] Metabolism; Lipid Metabolism; Lipid biosynthesis proteins [BR:ko01004]}	{NA}	{IPR002198; Short-chain dehydrogenase/reductase SDR  IPR002347; Glucose/ribitol dehydrogenase  IPR016040; NAD(P)-binding domain  IPR020842; Polyketide synthase/Fatty acid synthase, KR  IPR020904; Short-chain dehydrogenase/reductase, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016491; oxidoreductase activity; Molecular Function}
Belnapia_sp.F-4-1GL000090	{K00626  E2.3.1.9, atoB  acetyl-CoA C-acetyltransferase  2.3.1.9  Metabolism; Carbohydrate Metabolism; Pyruvate metabolism [PATH:ko00620] Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism [PATH:ko00630] Metabolism; Carbohydrate Metabolism; Propanoate metabolism [PATH:ko00640] Metabolism; Carbohydrate Metabolism; Butanoate metabolism [PATH:ko00650] Metabolism; Energy Metabolism; Carbon fixation pathways in prokaryotes [PATH:ko00720] Metabolism; Lipid Metabolism; Fatty acid metabolism [PATH:ko00071] Metabolism; Lipid Metabolism; Synthesis and degradation of ketone bodies [PATH:ko00072] Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine degradation [PATH:ko00280] Metabolism; Amino Acid Metabolism; Lysine degradation [PATH:ko00310] Metabolism; Amino Acid Metabolism; Tryptophan metabolism [PATH:ko00380] Metabolism; Metabolism of Terpenoids and Polyketides; Terpenoid backbone biosynthesis [PATH:ko00900] Metabolism; Xenobiotics Biodegradation and Metabolism; Benzoate degradation [PATH:ko00362] Environmental Information Processing; Signal Transduction; Two-component system [PATH:ko02020]}	{NA}	{IPR002155; Thiolase  IPR016039; Thiolase-like}	{GO:0003824; catalytic activity; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016747; transferase activity, transferring acyl groups other than amino-acyl groups; Molecular Function}
Belnapia_sp.F-4-1GL000091	{NA}	{NA}	{IPR003781; CoA-binding  IPR016040; NAD(P)-binding domain  IPR016102; Succinyl-CoA synthetase-like}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005488; binding; Molecular Function}
Belnapia_sp.F-4-1GL000092	{NA}	{NA}	{IPR003710; Ketopantoate reductase ApbA/PanE  IPR008927; 6-phosphogluconate dehydrogenase, C-terminal-like  IPR013328; Dehydrogenase, multihelical  IPR013332; Ketopantoate reductase ApbA/PanE, N-terminal  IPR013752; Ketopantoate reductase ApbA/PanE, C-terminal  IPR016040; NAD(P)-binding domain}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005737; cytoplasm; Cellular Component  GO:0008677; 2-dehydropantoate 2-reductase activity; Molecular Function  GO:0015940; pantothenate biosynthetic process; Biological Process  GO:0016491; oxidoreductase activity; Molecular Function  GO:0016616; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; Molecular Function  GO:0050661; NADP binding; Molecular Function  GO:0050662; coenzyme binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL000093	{NA}	{NA}	{IPR005064; Bordetella uptake gene}	{GO:0030288; outer membrane-bounded periplasmic space; Cellular Component}
Belnapia_sp.F-4-1GL000094	{K11996  MOCS3, UBA4, moeB  adenylyltransferase and sulfurtransferase  --  Genetic Information Processing; Folding, Sorting and Degradation; Ubiquitin system [BR:ko04121] Genetic Information Processing; Folding, Sorting and Degradation; Sulfur relay system [PATH:ko04122]}	{MOCS3_ANOGA Adenylyltransferase and sulfurtransferase MOCS3 OS=Anopheles gambiae GN=AGAP001737 PE=3 SV=4}	{IPR000594; UBA/THIF-type NAD/FAD binding fold  IPR007901; MoeZ/MoeB  IPR009036; Molybdenum cofactor biosynthesis, MoeB  IPR016040; NAD(P)-binding domain}	{GO:0000166; nucleotide binding; Molecular Function  GO:0003824; catalytic activity; Molecular Function}
Belnapia_sp.F-4-1GL000095	{NA}	{NA}	{IPR003787; Sulphur relay, DsrE/F-like protein}	{NA}
Belnapia_sp.F-4-1GL000096	{NA}	{NA}	{IPR010466; Protein of unknown function DUF1058}	{NA}
Belnapia_sp.F-4-1GL000097	{K01721  E4.2.1.84  nitrile hydratase  4.2.1.84  Metabolism; Amino Acid Metabolism; Tryptophan metabolism [PATH:ko00380] Metabolism; Metabolism of Other Amino Acids; Cyanoamino acid metabolism [PATH:ko00460] Metabolism; Xenobiotics Biodegradation and Metabolism; Aminobenzoate degradation [PATH:ko00627] Metabolism; Xenobiotics Biodegradation and Metabolism; Fluorobenzoate degradation [PATH:ko00364] Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation [PATH:ko00643]}	{NA}	{IPR008990; Electron transport accessory protein-like domain  IPR024690; Nitrile hydratase beta subunit domain}	{GO:0018822; nitrile hydratase activity; Molecular Function}
Belnapia_sp.F-4-1GL000098	{K01721  E4.2.1.84  nitrile hydratase  4.2.1.84  Metabolism; Amino Acid Metabolism; Tryptophan metabolism [PATH:ko00380] Metabolism; Metabolism of Other Amino Acids; Cyanoamino acid metabolism [PATH:ko00460] Metabolism; Xenobiotics Biodegradation and Metabolism; Aminobenzoate degradation [PATH:ko00627] Metabolism; Xenobiotics Biodegradation and Metabolism; Fluorobenzoate degradation [PATH:ko00364] Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation [PATH:ko00643]}	{NA}	{IPR008990; Electron transport accessory protein-like domain  IPR024690; Nitrile hydratase beta subunit domain}	{GO:0018822; nitrile hydratase activity; Molecular Function}
Belnapia_sp.F-4-1GL000099	{K01721  E4.2.1.84  nitrile hydratase  4.2.1.84  Metabolism; Amino Acid Metabolism; Tryptophan metabolism [PATH:ko00380] Metabolism; Metabolism of Other Amino Acids; Cyanoamino acid metabolism [PATH:ko00460] Metabolism; Xenobiotics Biodegradation and Metabolism; Aminobenzoate degradation [PATH:ko00627] Metabolism; Xenobiotics Biodegradation and Metabolism; Fluorobenzoate degradation [PATH:ko00364] Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation [PATH:ko00643]}	{NHAA_RHOER Nitrile hydratase subunit alpha OS=Rhodococcus erythropolis GN=nthA PE=1 SV=3}	{IPR004232; Nitrile hydratase alpha /Thiocyanate hydrolase gamma}	{GO:0003824; catalytic activity; Molecular Function  GO:0006807; nitrogen compound metabolic process; Biological Process  GO:0046914; transition metal ion binding; Molecular Function}
Belnapia_sp.F-4-1GL000100	{K08169  yebQ  MFS transporter, DHA2 family, multidrug resistance protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000]}	{YEBQ_ECOLI Uncharacterized transporter yebQ OS=Escherichia coli (strain K12) GN=yebQ PE=3 SV=2}	{IPR001411; Tetracycline resistance protein TetB/drug resistance transporter  IPR011701; Major facilitator superfamily  IPR016196; Major facilitator superfamily domain, general substrate transporter  IPR020846; Major facilitator superfamily domain}	{GO:0016021; integral to membrane; Cellular Component  GO:0055085; transmembrane transport; Biological Process}
Belnapia_sp.F-4-1GL000101	{NA}	{NA}	{IPR007461; Ysc84 actin-binding domain}	{NA}
Belnapia_sp.F-4-1GL000102	{K01999  livK  branched-chain amino acid transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR006311; Twin-arginine translocation pathway, signal sequence}	{NA}
Belnapia_sp.F-4-1GL000103	{K01999  livK  branched-chain amino acid transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL000104	{K01999  livK  branched-chain amino acid transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR006311; Twin-arginine translocation pathway, signal sequence}	{NA}
Belnapia_sp.F-4-1GL000105	{K01998  livM  branched-chain amino acid transport system permease protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR001851; ABC transporter, permease}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0016020; membrane; Cellular Component}
